"company","serial_number","name","asset_tag","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1823443-0013","C008483","","ERGOTRON","SV41-6300-0","","VIHA-NRGH-Nanaimo Regional General Hospital"
"Island Health","2027547-0105","AO005689-CRT","","ERGOTRON","C50-3500-0","AO005689","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building"
"Island Health","2028266-0006","AO005690-CRT","","ERGOTRON","C50-3500-0","AO005690","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building"
"Island Health","1268836-0006-DUP2","INSERTED IN ERROR MOBILE CART (DUP) 0633","","","","",""
"Island Health","1268945-0003","AO000355-CRT","002-02462","ERGOTRON","C50-3510-0","AO000355","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1767534-0007","166425","166425","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1767534-0006","166426","166426","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1767534-0003","166427","166427","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1767534-0004","166428","166428","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1767534-0002","166429","166429","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1767534-0001","166430","166430","ERGOTRON","SV43-2570-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1767534-0005","166431","166431","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Administrative Building-Basement 1"
"Island Health","1801000-0015","AO400199-CRT","1801000-0015-CRT","ERGOTRON","SV43-2570-0","AO400199","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1853503-0001","AO400476-CRT","1853503-0001-CRT","ERGOTRON","SV43-2570-0","AO400476","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1854599-0037","AO400110-CRT","1854599-0037-CRT","ERGOTRON","SV43-2570-0","AO400110","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1864298-0006","AO400084-CRT","1864298-0006-CRT","ERGOTRON","C50-3510-0","AO400084","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1929808-0027","AO400197-CRT","1929808-0027-CRT","ERGOTRON","C50-3510-0","AO400197","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1957101-0001","AO400336-CRT","1957101-0001-CRT","ERGOTRON","C50-3510-0","AO400336","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","107374-01","30601","30601","","","",""
"Island Health","","EPIQ-95476","95476","","","",""
"Island Health","1297848-0013","AO400008-CRT","AO400008-CRT","ERGOTRON","SV43-2570-0","AO400008","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1268836-0001","C000101","C000101","","","",""
"Island Health","1268836-0020","C000103","C000103","","","",""
"Island Health","1268836-0020","AO400134-CRT","C000103","ERGOTRON","C50-3510-0","AO400134LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1268836-0014","C000105","C000105","","","",""
"Island Health","1268836-0021","C000107","C000107","","","",""
"Island Health","1268836-0002","C000109","C000109","","","",""
"Island Health","1268836-0025","C000111","C000111","","","",""
"Island Health","1268836-0025","AO000379-CRT","C000111","ERGOTRON","C50-3510-0","AO000379","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1268836-0018","AO000341-CRT","C000113","ERGOTRON","C50-3510-0","AO000341","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1268836-0018","C000113","C000113","","","",""
"Island Health","1269742-0006","C000115","C000115","","","",""
"Island Health","1268836-0017","AO000387-CRT","C000117","ERGOTRON","C50-3510-0","AO000387","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1268836-0017","C000117","C000117","","","",""
"Island Health","1268836-0026","C000119","C000119","","","",""
"Island Health","1269741-0005","C000121","C000121","","","",""
"Island Health","1268836-0006","AO000399-CRT","C000133","ERGOTRON","C50-3500-0","AO000399","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1268836-0006","C000133","C000133","","","",""
"Island Health","1269741-0011","C000137","C000137","","","",""
"Island Health","1269741-0006","AO400024-CRT","C000139","ERGOTRON","SV43-2570-0","AO400024","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1269741-0006","C000139","C000139","","","",""
"Island Health","1269741-0017","C000141","C000141","","","",""
"Island Health","1269741-0010","C000143","C000143","","","",""
"Island Health","1269741-0046","C000145","C000145","","","",""
"Island Health","1269741-0047","C000147","C000147","","","",""
"Island Health","1269741-0009","C000149","C000149","","","",""
"Island Health","1269741-0048","C000152","C000152","","","",""
"Island Health","1269741-0026","C000155","C000155","","","",""
"Island Health","1269741-0026","AO400029-CRT","C000155","ERGOTRON","SV43-2570-0","AO400029","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1268836-0024","AO000072-CRT","C000157","ERGOTRON","C50-3510-0","AO000072","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor"
"Island Health","1268836-0010","AO000062-CRT","C000159","ERGOTRON","C50-3510-0","AO000062","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor"
"Island Health","1269741-0003","C000187","C000187","","","",""
"Island Health","1269741-0003","AO400020-CRT","C000187","ERGOTRON","C50-3510-0","AO400020","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1269741-0025","C000189","C000189","","","",""
"Island Health","1269741-0025","AO400344-CRT","C000189","ERGOTRON","SV43-2570-0","AO400344","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269741-0007","AO400019-CRT","C000197","ERGOTRON","SV43-2570-0","AO400019","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1269741-0007","C000197","C000197","","","",""
"Island Health","1268836-0005","C000201","C000201","","","",""
"Island Health","1268836-0008","C000203","C000203","","","",""
"Island Health","1268836-0008","AO001483-CRT","C000203","ERGOTRON","C50-3510-0","AO001483","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor"
"Island Health","1269742-0014","AO400338-CRT","C000205","ERGOTRON","C50-3510-0","AO400338","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1269742-0014","C000205","C000205","","","",""
"Island Health","1269742-0042","C000211","C000211","","","",""
"Island Health","1268836-0015","AO000032-CRT","C000213","ERGOTRON","C50-3500-0","AO000032","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1268836-0015","C000213","C000213","","","",""
"Island Health","1269742-0015","C000215","C000215","","","",""
"Island Health","1269742-0015","AO000184-CRT","C000215","ERGOTRON","SV43-2570-0","AO000184","VIHA-RJH-Royal Jubilee Hospital-Coronation Annex-2nd Floor"
"Island Health","1268836-0013","AO000570-CRT","C000221","ERGOTRON","C50-3510-0","AO000570","VIHA-DPRC-Dufferin Place (NRGH)-Main Building"
"Island Health","1268836-0013","C000221","C000221","","","",""
"Island Health","1268836-0023","AO400505-CRT","C000223","ERGOTRON","C50-3510-0","AO400505","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1268836-0023","C000223","C000223","","","",""
"Island Health","1269828-0028","C000225","C000225","","","",""
"Island Health","1269742-0045","C000229","C000229","","","",""
"Island Health","128836-0016","AO400226-CRT","C000231","ERGOTRON","C50-3510-0","AO400226","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1268836-0016","C000231","C000231","","","",""
"Island Health","1260742-0025","C000250","C000250","","","",""
"Island Health","1269742-0025","AO400409-CRT","C000250","ERGOTRON","C50-3510-0","AO400409","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-Basement 1"
"Island Health","1269741-0049","C000252","C000252","","","",""
"Island Health","1269741-0049","AO400402-CRT","C000252","ERGOTRON","C50-3510-0","AO400402","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1269741-0008","C000278","C000278","","","",""
"Island Health","1269742-0022","C000280","C000280","","","",""
"Island Health","1269742-0020","C000282","C000282","","","",""
"Island Health","1269742-0020","AO400172-CRT","C000282","ERGOTRON","C50-3510-0","AO400172","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269741-0041","C000290","C000290","","","",""
"Island Health","1269828-0055","C000292","C000292","","","",""
"Island Health","1269742-0027","C000294","C000294","","","",""
"Island Health","1269742-0027","AO000585-CRT","C000294","ERGOTRON","SV43-2570-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor"
"Island Health","1269742-0049","AO001017-CRT","C000296","ERGOTRON","C50-3510-0","AO001017","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1269742-0049","C000296","C000296","","","",""
"Island Health","1266130-0069","C000298","C000298","","","",""
"Island Health","TEMPVIHA013","AO000107-CRT","C000298","ERGOTRON","C50-3510-0","AO000107","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0055","C000300","C000300","","","",""
"Island Health","1269741-0055","AO000139-CRT","C000300","ERGOTRON","C50-3510-0","AO000139","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0016","C000302","C000302","","","",""
"Island Health","1269742-0016","C000304","C000304","","","",""
"Island Health","1269828-0029","C000306","C000306","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269828-0029","AO400202-CRT","C000306","ERGOTRON","SV43-2570-0","AO400202","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269741-0054","AO000130-CRT","C000308","ERGOTRON","C50-3510-0","AO000130","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor"
"Island Health","1269741-0054","C000308","C000308","","","",""
"Island Health","1269741-0038","C000310","C000310","","","",""
"Island Health","1269741-0038","AO001000-CRT","C000310","ERGOTRON","C50-3510-0","AO001000","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1260741-0030","C000312","C000312","","","",""
"Island Health","1269741-0030","AO000938-CRT","C000312","ERGOTRON","C50-3510-0","AO000938","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269741-0024","C000316","C000316","","","",""
"Island Health","1269741-0042","C000318","C000318","","","",""
"Island Health","1269741-0042","AO000127-CRT","C000318","ERGOTRON","C50-3510-0","AO000127","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0029","C000322","C000322","","","",""
"Island Health","1269742-0041","C000331","C000331","","","",""
"Island Health","1269742-0019","C000334","C000334","","","",""
"Island Health","1269741-0045","AO400208-CRT","C000336","ERGOTRON","C50-3510-0","AO400208","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1269741-0045","C000336","C000336","","","",""
"Island Health","1266130-0029","C000338","C000338","","","",""
"Island Health","TEMPVIHA001","AO400182-CRT","C000338","ERGOTRON","C50-3510-0","AO400182","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269742-0038","C000340","C000340","","","",""
"Island Health","1269828-0025","C000342","C000342","","","",""
"Island Health","1269741-0033","C000344","C000344","","","",""
"Island Health","1269741-0037","AO000124-CRT","C000346","ERGOTRON","C50-3510-0","AO000124","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0037","C000346","C000346","","","",""
"Island Health","1269742-0001","C000348","C000348","","","",""
"Island Health","1269742-0036","C000350","C000350","","","",""
"Island Health","1269741-0051","C000352","C000352","","","",""
"Island Health","1269741-0051","AO000112-CRT","C000352","ERGOTRON","C50-3510-0","AO000112","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0015","C000354","C000354","","","",""
"Island Health","1269741-0015","AO000126-CRT","C000354","ERGOTRON","C50-3510-0","AO000126","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269742-0005","C000356","C000356","","","",""
"Island Health","1269742-0050","C000358","C000358","","","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1269742-0050","AO000109-CRT","C000358","ERGOTRON","C50-3510-0","AO000109","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0001","C000360","C000360","","","",""
"Island Health","1269741-0001","AO400404-CRT","C000360","ERGOTRON","C50-3510-0","AO400404","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269828-0035","C000362","C000362","","","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1269828-0035","AO000129-CRT","C000362","ERGOTRON","C50-3510-0","AO000129","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1269741-0036","C000364","C000364","","","",""
"Island Health","1269741-0036","AO000391-CRT","C000364","ERGOTRON","C50-3510-0","AO000391","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269827-0033","AO000057-CRT","C000366","ERGOTRON","C50-3510-0","AO000057","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269827-0033","C000366","C000366","","","",""
"Island Health","1269828-0053","C000368","C000368","","","",""
"Island Health","1269828-0053","AO001560-CRT","C000368","ERGOTRON","C50-3510-0","AO001560","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269827-0031","AO001484-CRT","C000370","ERGOTRON","C50-3510-0","AO001484","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269827-0031","C000370","C000370","","","",""
"Island Health","1269742-0043","AO000134-CRT","C000372","ERGOTRON","C50-3510-0","AO000134","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269742-0043","C000372","C000372","","","",""
"Island Health","1269828-0048","C000391","C000391","","","",""
"Island Health","1269742-0047","C000393","C000393","","","",""
"Island Health","1269742-0047","AO000243-CRT","C000393","ERGOTRON","C50-3510-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1269741-0002","C000395","C000395","","","",""
"Island Health","1269742-0026","C000397","C000397","","","",""
"Island Health","1269741-0035","C000399","C000399","","","",""
"Island Health","1269742-0031","C000401","C000401","","","",""
"Island Health","1269828-0032","C000403","C000403","","","",""
"Island Health","1269828-0032","AO000128-CRT","C000403","ERGOTRON","C50-3510-0","AO000128","VIHA-RJH-Royal Jubilee Hospital-Royal Block-3rd Floor"
"Island Health","1269828-0034","AO000161-CRT","C000426","ERGOTRON","C50-3510-0","AO000161","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1269828-0034","C000426","C000426","","","",""
"Island Health","1269741-0032","AO000108-CRT","C000428","ERGOTRON","C50-3510-0","AO000108","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1269741-0032","C000428","C000428","","","",""
"Island Health","1269828-0047","C000430","C000430","","","",""
"Island Health","1269742-0003","C000432","C000432","","","",""
"Island Health","1269742-0003","AO000133-CRT","C000432","ERGOTRON","C50-3510-0","AO000133","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0034","C000434","C000434","","","",""
"Island Health","1269742-0051","AO000053-CRT","C000436","ERGOTRON","C50-3510-0","AO000053","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269742-0051","C000436","C000436","","","",""
"Island Health","1269828-0024","AO000068-CRT","C000438","ERGOTRON","C50-3510-0","AO000068","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269828-0024","C000438","C000438","","","",""
"Island Health","1269828-0042","C000440","C000440","","","",""
"Island Health","1269828-0042","AO000928-CRT","C000440","ERGOTRON","C50-3500-0","AO000928","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269742-0034","AO000091-CRT","C000442","ERGOTRON","C50-3510-0","AO000091","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1269742-0034","C000442","C000442","","","",""
"Island Health","1269742-0035","AO000394-CRT","C000444","ERGOTRON","C50-3510-0","AO000394","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1269742-0035","C000444","C000444","","","",""
"Island Health","1269828-0044","C000446","C000446","","","",""
"Island Health","1269828-0051","C000448","C000448","","","",""
"Island Health","1269828-0051","AO000006-CRT","C000448","ERGOTRON","C50-3510-0","AO000006","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor"
"Island Health","1269828-0046","C000450","C000450","","","",""
"Island Health","1269742-0023","C000452","C000452","","","",""
"Island Health","1269742-0046","C000454","C000454","","","",""
"Island Health","1269742-0021","C000456","C000456","","","",""
"Island Health","1269742-0021","AO000147-CRT","C000456","ERGOTRON","C50-3510-0","AO000147","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1269742-0055","C000458","C000458","","","",""
"Island Health","1269742-0008","C000460","C000460","","","",""
"Island Health","1269742-0008","AO000137-CRT","C000460","ERGOTRON","C50-3510-0","AO000137","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor"
"Island Health","1269742-0010","C000462","C000462","","","",""
"Island Health","1269742-0053","C000464","C000464","","","",""
"Island Health","1261269742-0053","AO400072-CRT","C000464","ERGOTRON","C50-3510-0","AO400072","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1269742-0040","C000467","C000467","","","",""
"Island Health","1269742-0040","AO400441-CRT","C000467","ERGOTRON","C50-3510-0","AO400441","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269742-0030","C000471","C000471","","","",""
"Island Health","1269827-0027","C000473","C000473","","","",""
"Island Health","1269827-0027","AO000138-CRT","C000473","ERGOTRON","C50-3510-0","AO000138","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1269828-0045","C000479","C000479","","","",""
"Island Health","1269828-0040","C000481","C000481","","","",""
"Island Health","1269827-0038","C000492","C000492","","","",""
"Island Health","1269742-0048","C000509","C000509","","","",""
"Island Health","1269827-0032","C000513","C000513","","","",""
"Island Health","1269827-0032","AO400422-CRT","C000513","ERGOTRON","C50-3510-0","AO400422","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269742-0002","C000515","C000515","","","",""
"Island Health","1269742-0052","C000517","C000517","","","",""
"Island Health","1269741-0053","AO000118-CRT","C000521","ERGOTRON","C50-3510-0","AO000118","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269741-0053","C000521","C000521","","","",""
"Island Health","1269828-0036","C000526","C000526","","","",""
"Island Health","1269828-0049","AO400149-CRT","C000528","ERGOTRON","SV43-2570-0","AO400149","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1269828-0049","C000528","C000528","","","",""
"Island Health","1269828-0031","C000545","C000545","","","",""
"Island Health","1269828-0031","AO000598-CRT","C000545","ERGOTRON","SV43-2570-0","AO000598","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1269828-0033","C000548","C000548","","","",""
"Island Health","1269742-0011","C000550","C000550","","","",""
"Island Health","1269742-0011","AO000599-CRT","C000550","ERGOTRON","SV43-2570-0","AO000599","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1269828-0030","AO400291-CRT","C000552","ERGOTRON","C50-3510-0","AO400291","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269828-0030","C000552","C000552","","","",""
"Island Health","1269828-0052","AO400106-CRT","C000554","ERGOTRON","SV43-2570-0","AO400106","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor"
"Island Health","1269828-0052","C000554","C000554","","","",""
"Island Health","1269742-0013","C000558","C000558","","","",""
"Island Health","1269742-0033","C000679","C000679","","","",""
"Island Health","1269742-0033","AO000029-CRT","C000679","ERGOTRON","C50-3510-0","AO000029","VIHA-RJH-Royal Jubilee Hospital-Coronation Annex-2nd Floor"
"Island Health","1269828-0054","C001508","C001508","","","",""
"Island Health","1269828-0033","AO400188-CRT","C001842","ERGOTRON","C50-3510-0","AO400188","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269742-0012","AO400214-CRT","C002173","ERGOTRON","C50-3510-0","AO400214","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1264626-0013","AO400267-CRT","C002177","ERGOTRON","C50-3510-0","AO400267","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269742-0018","AO400304-CRT","C002187","ERGOTRON","C50-3510-0","AO400304","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor"
"Island Health","1269828-0041","AO400270-CRT","C002195","ERGOTRON","C50-3510-0","AO400270LEG","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269741-0014","AO400333-CRT","C002198","ERGOTRON","C50-3510-0","AO400333","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269742-0024","AO001604-CRT","C002201","ERGOTRON","C50-3510-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0026","AO400337-CRT","C002220","ERGOTRON","C50-3510-0","AO400337","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269741-0020","AO400220-CRT","C002223","ERGOTRON","C50-3510-0","AO400220","VIHA-DPRC-Dufferin Place (NRGH)"
"Island Health","1269741-0019","AO400432-CRT","C002243","ERGOTRON","C50-3510-0","AO400432","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269741-0021","AO400224-CRT","C002245","ERGOTRON","C50-3510-0","AO400224","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269741-0044","AO000535-CRT","C002262","ERGOTRON","C50-3510-0","AO000535","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor"
"Island Health","1269742-0007","AO400032-CRT","C002269","ERGOTRON","SV43-2570-0","AO400032","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1297850-0027","AO000326-CRT","C002342","ERGOTRON","C50-3510-0","AO000326","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297850-0006","AO400228-CRT","C002343","ERGOTRON","C50-3510-0","AO400228","VIHA-JBUPCC-James Bay Urgent Primary Care Clinic"
"Island Health","1297850-0006","C002343","C002343","","","",""
"Island Health","1297847-0033","C002361","C002361","","","",""
"Island Health","1297847-0033","AO000031-CRT","C002361","ERGOTRON","C50-3510-0","AO000031","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297846-0003","AO000308-CRT","C002362","ERGOTRON","C50-3500-0","AO000308","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297846-0003","C002362","C002362","","","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297846-0021","AO000339-CRT","C002363","ERGOTRON","C50-3510-0","AO000339","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297846-0021","C002363","C002363","","","",""
"Island Health","1297846-0005","AO005052-CRT","C002364","ERGOTRON","SV43-2570-0","AO005052","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297846-0005","C002364","C002364","","","",""
"Island Health","1297846-0017","C002385","C002385","","","",""
"Island Health","1296598-0013","C002506","C002506","","","",""
"Island Health","1296598-0010","C002507","C002507","","","",""
"Island Health","1296598-0010","AO400048-CRT","C002507","ERGOTRON","SV43-2570-0","AO400048","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1296598-0019","C000206-CRT","C002508","ERGOTRON","SV43-2570-0","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor"
"Island Health","1296598-0019","C002508","C002508","","","",""
"Island Health","1297848-0033","C002509","C002509","","","",""
"Island Health","1297848-0023","C002510","C002510","","","",""
"Island Health","1297848-0023","AO000294-CRT","C002510","ERGOTRON","C50-3510-0","AO000294","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1297848-0047","AO000013-CRT","C002511","ERGOTRON","SV43-2570-0","AO000013","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297848-0047","C002511","C002511","","","",""
"Island Health","1297848-0054","C002512","C002512","","","",""
"Island Health","1297848-0054","AO000021-CRT","C002512","ERGOTRON","SV43-2570-0","AO000021","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297848-0051","AO400016-CRT","C002513","ERGOTRON","SV43-2570-0","AO400016","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor"
"Island Health","1297848-0051","C002513","C002513","","","",""
"Island Health","1297848-0050","C002514","C002514","","","",""
"Island Health","1297848-0050","AO800318-CRT","C002514","ERGOTRON","C50-3510-0","AO800318","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor"
"Island Health","1297848-0035","C002515","C002515","","","",""
"Island Health","1297848-0035","AO000227-CRT","C002515","ERGOTRON","C50-3500-0","AO000227","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1297848-0049","AO000374-CRT","C002516","ERGOTRON","C50-3510-0","AO000374","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1297848-0049","C002516","C002516","","","",""
"Island Health","1297848-0040","C002517","C002517","","","",""
"Island Health","1297848-0040","AO800341-CRT","C002517","ERGOTRON","SV43-2570-0","AO800341","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1297848-0020","C002518","C002518","","","",""
"Island Health","1357478-0058","AO800001-CRT","C002518","ERGOTRON","C50-3510-0","AO800001","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor"
"Island Health","1357478-0051","AO800114--CRT","C002519","ERGOTRON","C50-3510-0","AO800114","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor"
"Island Health","1297848-0064","C002519","C002519","","","",""
"Island Health","1297848-0052","C002520","C002520","","","",""
"Island Health","1296598-0014","AO000050-CRT","C002566","ERGOTRON","SV43-2570-0","AO000050","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor"
"Island Health","1296598-0014","C002566","C002566","","","",""
"Island Health","1296598-0012","C002567","C002567","","","",""
