"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"AO000099","HSS-8096999","T25923M020","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","","","","ISLHTRP20260105-079","02/28/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO000101","HSS-8095466","C25123M131","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0620","0","ISLHTRP20250908-037","09/30/2029","04/01/2026","Mobile Cart","IMIT","NTT-Deskside Services-NorthIsland-Staffed"
"AO001491","HSS-8084599","T22C19M081","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0830","0","VIHATRP20240318-069","03/31/2028","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000060","HSS-8096753","C25318M253","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1179","1","ISLHTRP20251208-006","01/31/2030","03/24/2026","Mobile Cart","Physiotherapy","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000061","HSS-8096752","T25924M027","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0222","0","ISLHTRP20251208-004","01/31/2030","03/12/2026","Mobile Cart","Pharmacy","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000062","HSS-8096751","T25923M161","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0224","0","ISLHTRP20251208-003","01/31/2030","03/12/2026","Mobile Cart","Pharmacy","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000063","HSS-8096790","C25318M101","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2840","2","ISLHTRP20251208-075","01/31/2030","03/25/2026","Mobile Cart","Surgical Services - PACU","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000064","HSS-8096777","C25318M248","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1179","1","ISLHTRP20251208-057","01/31/2030","03/24/2026","Mobile Cart","Physio Therapy","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000079","HSS-8097004","C25318M273","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2319","02","ISLHTRP20260105-084","01/31/2030","03/20/2026","Mobile Cart","ICU","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000080","HSS-8097003","C25318M279","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","CVH - Main Building","CV2222 hallway","2","ISLHTRP20260105-083","01/31/2030","02/02/2026","Mobile Cart","Telemetry","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000081","HSS-8097006","C25318M272","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","","","","ISLHTRP20260105-086","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000082","HSS-8097002","C25318M284","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","Cv1582","1","ISLHTRP20260105-082","01/31/2030","04/09/2026","Mobile Cart","Cancer Care","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000092","HSS-8097508","C25318M234","Courtenay","VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor","","","","ISLHTRP20260202-129","01/31/2030","","Mobile Cart","Nursing","NTT-Deskside Services-NorthIsland-Local"
"AO1000093","HSS-8097492","T25924M014","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-100","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000094","HSS-8097493","T25923M023","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-101","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000095","HSS-8098368","T25903M098","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","","2","ISLHTRP20260413-025","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000096","HSS-8097496","T24A23M090","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-104","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000097","HSS-8098364","T25903M071","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260413-021","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000098","HSS-8098363","T25903M052","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260413-020","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000099","HSS-8097495","T25923M084","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-103","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000100","HSS-8097497","T25923M207","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-105","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000101","HSS-8097494","T25923M192","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260202-102","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO1000102","HSS-8098362","T25903M127","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","","0","ISLHTRP20260413-019","03/31/2030","","Mobile Cart","MDRD","NTT-Deskside Services-NorthIsland-Staffed"
"AO800143","HSS-8096012","C25122M001","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3720","3","ISLHTRP20250929-042","05/31/2029","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800145","HSS-8097308","C25318M146","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260126-111","01/31/2030","","Mobile Cart","3A","NTT-Deskside Services-NorthIsland-Staffed"
"AO800150","HSS-8084597","T22C19M132","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","VIHATRP20240318-067","03/31/2028","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800153","HSS-8074936","T22A26M058","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","VIHATRP20230605-069","08/31/2027","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800154","HSS-8074937","T22A26M061","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","VIHATRP20230605-070","08/31/2027","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800155","C004674","C17613M046","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2708 (OR Sterile Core)","2","Lease Information Extract - HPFS Tangent","09/30/2021","12/12/2025","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800156","C004664","C17613M049","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","Lease Information Extract - HPFS Tangent","09/30/2021","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800157","C004670","C17613M054","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","Lease Information Extract - HPFS Tangent","09/30/2021","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800158","C004667","C17613M056","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0806","0","Lease Information Extract - HPFS Tangent","09/30/2021","03/12/2026","Mobile Cart","Medical Device Reprocessing Department","NTT-Deskside Services-NorthIsland-Staffed"
"AO800159","HSS-8095468","C25123M134","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV0116","0","ISLHTRP20250908-039","09/30/2029","03/05/2026","Mobile Cart","Food Services","NTT-Deskside Services-NorthIsland-Staffed"
"AO800160","HSS-8097312","C25318M126","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","","4","VIHATRP20260126-125","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800161","HSS-8097254","C25318M231","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260126-002","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800162","HSS-8095501","C25123M147","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1174 - Speech Therapy","1","ISLHTRP20250908-091","09/30/2029","03/04/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800163","HSS-8097507","C25318M235","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260202-128","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800165","HSS-8096016","C25122M008","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4129","4","ISLHTRP20250929-046","05/31/2029","03/05/2026","Mobile Cart","Transitional Care Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800166","HSS-8097310","C25318M145","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","","4","ISLHTRP20260126-113","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800167","HSS-8096756","C25318M251","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3907","3","ISLHTRP20251208-005","01/31/2030","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800168","HSS-8096762","C25318M246","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","3A Hallway","3","ISLHTRP20251208-013","01/31/2030","03/19/2026","Mobile Cart","Surgical ","NTT-Deskside Services-NorthIsland-Staffed"
"AO800169","HSS-8098118","C25318M201","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260323-018","01/31/2030","","Mobile Cart","Activation Room","NTT-Deskside Services-NorthIsland-Staffed"
"AO800170","HSS-8098121","C25318M219","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260323-021","01/31/2030","","Mobile Cart","3D","NTT-Deskside Services-NorthIsland-Staffed"
"AO800172","HSS-8097005","C25318M276","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","","","","ISLHTRP20260105-085","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800173","HSS-8095504","C25123M137","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1904","1","ISLHTRP20250908-094","09/30/2029","03/05/2026","Mobile Cart","Emergency","NTT-Deskside Services-NorthIsland-Staffed"
"AO800174","HSS-8095488","C25123M145","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1920","1","ISLHTRP20250908-059","09/30/2029","03/05/2026","Mobile Cart","Emergency","NTT-Deskside Services-NorthIsland-Staffed"
"AO800175","HSS-8096761","C25318M256","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3729","3","ISLHTRP20251208-012","01/31/2030","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800176","HSS-8097499","C25318M239","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","","1","ISLHTRP20260202-107","01/31/2030","","Mobile Cart","Emergency","NTT-Deskside Services-NorthIsland-Staffed"
"AO800177","HSS-8095475","C25207M238","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1873 - Nuclear Medicine","1","ISLHTRP20250908-046","09/30/2029","04/01/2026","Mobile Cart","Nuclear Medicine","NTT-Deskside Services-NorthIsland-Staffed"
"AO800178","HSS-8097866","C25318M167","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4729","4","ISLHTRP20260302-054","01/31/2030","04/02/2026","Mobile Cart","Mental Health Intensive care","NTT-Deskside Services-NorthIsland-Staffed"
"AO800179","HSS-8096128","C25207M240","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4912","4","ISLHTRP100625-006","09/30/2029","04/02/2026","Mobile Cart","Psychiatry Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800180","HSS-1037328","C22305M072","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3209","3","Lease Information Extract - HPFS Tangent","09/30/2025","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800181","HSS-8096015","C25122M013","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4313 Hallway","4","ISLHTRP20250929-045","05/31/2029","03/05/2026","Mobile Cart","4C Medical Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800183","HSS-8095486","C25123M149","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1582","1","ISLHTRP20250908-057","09/30/2029","04/09/2026","Mobile Cart","Cancer Care","NTT-Deskside Services-NorthIsland-Staffed"
"AO800184","HSS-8095478","C25123M176","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1751 - Endoscopy","1","ISLHTRP20250908-049","09/30/2029","02/13/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800185","HSS-8095500","C25123M153","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1920","1st Floor","ISLHTRP20250908-090","09/30/2029","10/17/2025","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800186","HSS-8096757","C25318M254","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV 3B","3","ISLHTRP20251208-007","01/31/2030","02/04/2026","Mobile Cart","Surgical inpatient unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800187","HSS-8095482","C25123M142","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1146 - Physiotherapy","1st Floor","ISLHTRP20250908-053","09/30/2029","01/16/2026","Mobile Cart","Social Work","NTT-Deskside Services-NorthIsland-Staffed"
"AO800188","HSS-8095976","C24223M090","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1782 - Cystoscopy Clinic","1","ISLHTRP20250929-006","11/30/2029","03/27/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800189","HSS-8097307","C25318M127","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4732","4","ISLHTRP20260126-110","01/31/2030","04/02/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-NorthIsland-Staffed"
"AO800190","HSS-8097865","C25318M242","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260302-053","01/31/2030","","Mobile Cart","Activation Room","NTT-Deskside Services-NorthIsland-Staffed"
"AO800191","HSS-8096164","C25123M184","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2732 (OR Hall)","2","ISLHTRP100625-042","09/30/2029","12/12/2025","Mobile Cart","Operating Room","NTT-Deskside Services-NorthIsland-Staffed"
"AO800192","HSS-8098119","C25318M202","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260323-019","01/31/2030","","Mobile Cart","3D","NTT-Deskside Services-NorthIsland-Staffed"
"AO800193","HSS-8095494","C25207M249","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1547","1","ISLHTRP20250908-065","09/30/2029","03/06/2026","Mobile Cart","Physician Contracts","NTT-Deskside Services-NorthIsland-Staffed"
"AO800194","HSS-8098123","C25318M208","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","","4","ISLHTRP20260323-023","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800195","HSS-8094551","C24223M070","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","Main Building","CV1583","1","ISLHTRP20250721-063","08/31/2029","03/23/2026","Mobile Cart","Cancer Care","NTT-Deskside Services-NorthIsland-Staffed"
"AO800196","HSS-8095473","C25123M133","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1786","1st Floor","ISLHTRP20250908-044","09/30/2029","04/01/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-NorthIsland-Staffed"
"AO800197","HSS-8095490","C25123M140","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1752 - Endoscopy","1","ISLHTRP20250908-061","09/30/2029","02/13/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800198","HSS-8096156","C25123M164","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2734 (OR5)","2","ISLHTRP100625-034","09/30/2029","12/12/2025","Mobile Cart","Operating Room","NTT-Deskside Services-NorthIsland-Staffed"
"AO800199","HSS-1037399","C22305M255","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1108","1","Lease Information Extract - HPFS Tangent","09/30/2025","02/13/2026","Mobile Cart","Central Education and Conference Facilities","NTT-Deskside Services-NorthIsland-Staffed"
"AO800200","HSS-8095492","C25207M256","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1707","1","ISLHTRP20250908-063","09/30/2029","02/12/2026","Mobile Cart","Nuclear Medicine","NTT-Deskside Services-NorthIsland-Staffed"
"AO800201","HSS-8096760","C25318M274","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV 3B","3","ISLHTRP20251208-010","01/31/2030","03/19/2026","Mobile Cart","Surgical inpatient unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800204","HSS-8095506","C25123M151","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1920","1st Floor","ISLHTRP20250908-096","09/30/2029","10/17/2025","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800205","HSS-8096008","C25122M028","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2152","2","ISLHTRP20250929-038","05/31/2029","03/05/2026","Mobile Cart","IMIT","NTT-Deskside Services-NorthIsland-Staffed"
"AO800206","HSS-1037340","C22305M084","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2301","2","Lease Information Extract - HPFS Tangent","09/30/2025","06/13/2025","Mobile Cart","Intensive Care/Telemetry Unit (ICU/TU)","NTT-Deskside Services-NorthIsland-Staffed"
"AO800207","HSS-8096967","C25318M227","Courtenay","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor","Main Building","Room 127","1","ISLHTRP20260105-018","01/31/2030","","Mobile Cart","Community Health Services (CHS)","NTT-Deskside Services-NorthIsland-Local"
"AO800208","HSS-1037342","C22305M086","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","Anteroom","2","Lease Information Extract - HPFS Tangent","09/30/2025","04/09/2026","Mobile Cart","Maternity and Newborn Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800209","HSS-1041072","C22305M230","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1521","1","Lease Information Extract - HPFS Tangent","09/30/2025","11/28/2025","Mobile Cart","Ambulatory Care","NTT-Deskside Services-NorthIsland-Staffed"
"AO800210","HSS-8097258","C25318M232","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","3A Hallway","3","ISLHTRP20260126-006","01/31/2030","03/19/2026","Mobile Cart","3A","NTT-Deskside Services-NorthIsland-Staffed"
"AO800211","HSS-8096011","C25122M014","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3120","3","ISLHTRP20250929-041","05/31/2029","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800212","HSS-1037345","C22305M089","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4208","4","Lease Information Extract - HPFS Tangent","09/30/2025","01/30/2026","Mobile Cart","Transitional Care Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800213","HSS-8097001","C25318M275","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","","","","ISLHTRP20260105-081","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800214","HSS-8096127","C25207M219","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4122","4","ISLHTRP100625-005","09/30/2029","12/30/2025","Mobile Cart","Psychiatric Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800216","HSS-8096791","C25318M245","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2823","2","ISLHTRP20251208-076","01/31/2030","04/09/2026","Mobile Cart","Surgical Daycare","NTT-Deskside Services-NorthIsland-Staffed"
"AO800217","HSS-8096963","C25207M214","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2300 - Hallway","2","ISLHTRP20260105-004","09/30/2029","04/02/2026","Mobile Cart","Telemetry","NTT-Deskside Services-NorthIsland-Staffed"
"AO800218","HSS-8095470","C25123M132","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1633","1","ISLHTRP20250908-041","09/30/2029","03/13/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800219","HSS-8096964","C25207M212","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2322 - Nursing Station","2","ISLHTRP20260105-005","09/30/2029","03/20/2026","Mobile Cart","ICU","NTT-Deskside Services-NorthIsland-Staffed"
"AO800220","HSS-8097000","C25318M282","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","","","","ISLHTRP20260105-080","01/31/2030","","Mobile Cart","","NTT-Deskside Services-NorthIsland-Staffed"
"AO800221","HSS-8096010","C25122M024","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2821","2","ISLHTRP20250929-040","05/31/2029","04/09/2026","Mobile Cart","Surgical Daycare","NTT-Deskside Services-NorthIsland-Staffed"
"AO800222","HSS-8096124","C25207M231","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3720","3","ISLHTRP100625-002","09/30/2029","04/17/2026","Mobile Cart","3A Medicine","NTT-Deskside Services-NorthIsland-Staffed"
"AO800224","HSS-1037353","C22305M097","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3320","3","Lease Information Extract - HPFS Tangent","09/30/2025","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800224","HSS-8098369","C25929M019","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","","3","ISLHTRP20260413-026","03/31/2030","","Mobile Cart","3A/3B","NTT-Deskside Services-NorthIsland-Staffed"
"AO800226","HSS-8097256","C25318M217","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","Hallway","3","ISLHTRP20260126-004","01/31/2030","03/25/2026","Mobile Cart","3B","NTT-Deskside Services-NorthIsland-Staffed"
"AO800227","HSS-8095979","C24223M116","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1742 - OR","1","ISLHTRP20250929-009","11/30/2029","03/27/2026","Mobile Cart","Administration","NTT-Deskside Services-NorthIsland-Staffed"
"AO800228","HSS-8096787","C25318M277","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2826","2","ISLHTRP20251208-072","01/31/2030","03/02/2026","Mobile Cart","Surgical Services","NTT-Deskside Services-NorthIsland-Staffed"
"AO800229","HSS-8096155","C25123M163","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor","Main Building","CV2706 (OR6)","2nd Floor","ISLHTRP100625-033","09/30/2029","12/12/2025","Mobile Cart","Operating Room","NTT-Deskside Services-NorthIsland-Staffed"
"AO800230","HSS-8096784","C25318M258","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor","Main Building","CV4320","4","ISLHTRP20251208-056","01/31/2030","12/30/2025","Mobile Cart","Transitional Care Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800231","HSS-8096782","C25318M250","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","CV3920","3","ISLHTRP20251208-058","01/31/2030","04/17/2026","Mobile Cart","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800232","HSS-1037412","C22305M268","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1562","1","Lease Information Extract - HPFS Tangent","09/30/2025","06/27/2025","Mobile Cart","Bone and Joint","NTT-Deskside Services-NorthIsland-Staffed"
"AO800233","HSS-8097255","C25318M216","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main Building","Hallway","3","ISLHTRP20260126-003","01/31/2030","01/29/2026","Mobile Cart","3C","NTT-Deskside Services-NorthIsland-Staffed"
"AO800234","HSS-8095441","C25123M130","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor","Main","CV3720","3","ISLHTRP20250908-006","09/30/2029","04/17/2026","Mobile Cart","Surgical inpatient unit","NTT-Deskside Services-NorthIsland-Staffed"
"AO800235","HSS-8095481","C25123M146","Courtenay","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor","Main Building","CV1179","1","ISLHTRP20250908-052","09/30/2029","03/24/2026","Mobile Cart","Social Work","NTT-Deskside Services-NorthIsland-Staffed"
