"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"104987","104987","63CAHHLB5J2","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building ","Lab (WAIT WHILE Board)","1","","","","Excluded","","NTT-Deskside Services-Cowichan-Staffed"
"1K49K44","HSS-1111146","1K49K44","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4036 (Clinical Nurse Lead + Social Worker)(TV)","4","REQ1747778-RITM1844475-SCTASK2966069","11/30/2029","04/13/2026","General Rounding","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"45PR624","HSS-1997624","45PR624","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G027 (Hospital at Home)","G","DMND0004884","04/30/2029","03/10/2026","General Rounding","Hospital at Home","NTT-Deskside Services-Cowichan-Staffed"
"48SR624","HSS-1997600","48SR624","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2031 (Nurse Station - Back Office TV)","2","DMND0004884","04/30/2029","04/10/2026","General Rounding","CDH 2nd Floor South","NTT-Deskside Services-Cowichan-Staffed"
"4L49K44","HSS-1048231","4L49K44","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","OR3","1","REQ1446440-RITM1525860-SCTASK2549836","10/31/2029","","General Rounding","Administration","NTT-Deskside Services-Cowichan-Staffed"
"69SR624","HSS-1997613","69SR624","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G035 (Laundry Room)","G","DMND0004884","04/30/2029","04/17/2026","General Rounding","Laundry Services","NTT-Deskside Services-Cowichan-Staffed"
"AO000106","HSS-8098315","C25820M005","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Outside Nursing Station (New Entrance)","1","ISLHTRP20260406-031","01/31/2030","04/15/2026","Mobile Cart","Acute Care","NTT-Deskside Services-Cowichan-Remote"
"AO000123","HSS-8098311","C25929M033","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","","1","ISLHTRP20260406-027","03/31/2030","","Mobile Cart","Clinical Education","NTT-Deskside Services-Cowichan-Remote"
"AO000142","HSS-8098316","C25820M004","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Outside Nursing Station (New Entrance)","1","ISLHTRP20260406-032","01/31/2030","04/15/2026","Mobile Cart","Acute Care","NTT-Deskside Services-Cowichan-Remote"
"AO000260","HSS-8074431","C23202M021","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Outside Nursing Station (New Entrance)","1","VIHATRP20230515-090","07/31/2026","01/23/2026","Mobile Cart","Acute Care","NTT-Deskside Services-Cowichan-Remote"
"AO000439","HSS-8097693","C25318M168","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Hallway)","1","ISLHTRP20260223-059","01/31/2030","04/15/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Local"
"AO000440","HSS-8097692","C25318M155","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Hallway)","1","ISLHTRP20260223-058","01/31/2030","04/15/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Local"
"AO000915","C018591","C21414M038","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","04/02/2026","Mobile Cart","Medical Device Reprocessing Department (MDRD)","NTT-Deskside Services-Cowichan-Staffed"
"AO000918","C018589","C21414M041","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","04/02/2026","Mobile Cart","Medical Device Reprocessing Department (MDRD)","NTT-Deskside Services-Cowichan-Staffed"
"AO001530","HSS-8083167","C23801M062","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Hallway)","2","VIHATRP20240205-066","03/31/2028","04/10/2026","Mobile Cart","Maternity","NTT-Deskside Services-Cowichan-Staffed"
"AO001657","HSS-1044421","C21B16M030","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4005 (Medication Room)(Unlocked)","4","Lease Information Extract - HPFS Tangent","12/31/2024","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO001661","HSS-1044425","C21B16M050","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","NOT FOUND","1","Lease Information Extract - HPFS Tangent","12/31/2024","02/13/2026","Mobile Cart","COV IHealth Project Staff","NTT-Deskside Services-Cowichan-Staffed"
"AO001679","HSS-1044443","C21B16M053","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1039 (Reception)","1","Lease Information Extract - HPFS Tangent","12/31/2024","03/12/2026","Mobile Cart","Rehabilitation","NTT-Deskside Services-Cowichan-Staffed"
"AO001680","HSS-1044444","C21B16M068","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1N (Main Nurse Desk)","1","Lease Information Extract - HPFS Tangent","12/31/2024","12/24/2025","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO001697","HSS-8093572","C24102M090","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1140 (Endoscopic Suite)","1","ISLHTRP20250526-007","05/31/2028","04/02/2026","Mobile Cart","Ambulatory Care Unit (ACU)","NTT-Deskside Services-Cowichan-Staffed"
"AO001719","HSS-1044483","C22303M010","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4005 (Medication Room)(Unlocked)","4","HPFS - 926082-1","","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO001732","HSS-1044991","C23B172002","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","Urgent Care","1","REQ1061175-RITM1116604-SCTASK1896458","","04/10/2026","Mobile Cart","Urgent Care","NTT-Deskside Services-Cowichan-Local"
"AO001733","HSS-1044722","C23B172003","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","ACU - Main Nurse Station","1","REQ1091275-RITM1148626-SCTASK1896462","12/31/2027","02/12/2026","Mobile Cart","Acute Care","NTT-Deskside Services-Cowichan-Remote"
"AO005041","HSS-8093566","C23A03M026","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","ISLHTRP20250526-001","04/30/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005043","HSS-8093568","C23A03M033","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","ISLHTRP20250526-003","04/30/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005044","HSS-1036239","C22303M151","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4S (Hallway)","4","Lease Information Extract - HPFS Tangent","03/31/2025","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO005045","HSS-1036240","C22303M171","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","4","Lease Information Extract - HPFS Tangent","03/31/2025","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO005049","HSS-8093576","C24102M052","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1069 (Ophthalmology OR)","1","ISLHTRP20250526-011","05/31/2028","04/02/2026","Mobile Cart","Operating Rooms","NTT-Deskside Services-Cowichan-Staffed"
"AO005050","HSS-8093567","C23A03M041","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","1","ISLHTRP20250526-002","04/30/2028","04/02/2026","Mobile Cart","Ambulatory Care Unit (ACU)","NTT-Deskside Services-Cowichan-Staffed"
"AO005051","HSS-8093599","C24102M041","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","ISLHTRP20250526-034","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO005055","HSS-8093600","C24102M039","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Hallway)","3","ISLHTRP20250526-035","05/31/2028","03/18/2026","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO005056","HSS-8093597","C24102M037","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","ISLHTRP20250526-032","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO005057","HSS-8093593","C24102M064","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","ISLHTRP20250526-028","05/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO005058","HSS-8093589","C24102M073","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Nurse Station)","2","ISLHTRP20250526-024","05/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor South","NTT-Deskside Services-Cowichan-Staffed"
"AO005060","HSS-8093581","C24102M053","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","ISLHTRP20250526-016","05/31/2028","04/10/2026","Mobile Cart","Intensive Care Unit (ICU)","NTT-Deskside Services-Cowichan-Staffed"
"AO005064","HSS-8093585","C24102M040","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","1","ISLHTRP20250526-020","05/31/2028","04/02/2026","Mobile Cart","Ambulatory Care Unit (ACU)","NTT-Deskside Services-Cowichan-Staffed"
"AO005065","HSS-8093602","C24102M003","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","ISLHTRP20250526-037","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO005066","HSS-8093604","C24102M044","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","ISLHTRP20250526-039","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO005067","HSS-1036262","C22303M155","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G029B (Nurse Educator Office)","G","Lease Information Extract - HPFS Tangent","03/31/2025","04/17/2026","Mobile Cart","Nursing","NTT-Deskside Services-Cowichan-Staffed"
"AO005068","HSS-1036263","C22303M156","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","NOT FOUND 4037 (Psychiatry - Nurse Station)","4","Lease Information Extract - HPFS Tangent","03/31/2025","04/13/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO005069","HSS-1036264","C22303M058","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","4","Lease Information Extract - HPFS Tangent","03/31/2025","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO005070","HSS-8093586","C24102M097","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","ISLHTRP20250526-021","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO005071","HSS-8093571","C24102M038","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","ISLHTRP20250526-006","05/31/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005072","HSS-8093570","C23A03M025","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","ISLHTRP20250526-005","04/30/2028","04/10/2026","Mobile Cart","Nursing","NTT-Deskside Services-Cowichan-Staffed"
"AO005076","HSS-8093575","C24102M033","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","1","ISLHTRP20250526-010","05/31/2028","04/17/2026","Mobile Cart","CHCP Hospital at Home","NTT-Deskside Services-Cowichan-Staffed"
"AO005077","HSS-8093601","C24102M029","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","ISLHTRP20250526-036","05/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO005078","HSS-8093582","C24102M034","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery)","2","ISLHTRP20250526-017","05/31/2028","04/10/2026","Mobile Cart","Maternity","NTT-Deskside Services-Cowichan-Staffed"
"AO005079","HSS-8093579","C24102M055","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2C (Hallway)","2","ISLHTRP20250526-014","05/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor Central","NTT-Deskside Services-Cowichan-Staffed"
"AO005081","HSS-8093573","C24102M066","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","1","ISLHTRP20250526-008","05/31/2028","04/02/2026","Mobile Cart","Ambulatory Care Unit (ACU)","NTT-Deskside Services-Cowichan-Staffed"
"AO005107","HSS-8097691","C25318M143","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Hallway)","1","ISLHTRP20260223-057","01/31/2030","04/15/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Local"
"AO005123","C010267","C21617M061","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4005 (Medication Room)(Unlocked)","4","Lease Information Extract - HPFS Tangent","09/30/2024","04/14/2026","Mobile Cart","Psychiatry","NTT-Deskside Services-Cowichan-Staffed"
"AO005281","HSS-1044597","C22303M192","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101","G","HPFS - 926082-1","","04/17/2026","Mobile Cart","RJH IMIT DI (Pharmacy)","NTT-Deskside Services-Cowichan-Staffed"
"AO005289","HSS-1044605","C22303M201","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","Urgent Care Triage Room","1","HPFS - 926082-1","","04/10/2026","Mobile Cart","Urgent Care","NTT-Deskside Services-Cowichan-Local"
"AO005436","HSS-1045627","C24102M087","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Hallway)","G","REQ1159120-RITM1220484-SCTASK1988342","04/30/2028","04/17/2026","Mobile Cart","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"AO005437","HSS-1046365","C24402M407","Duncan","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","128 (Medications)","1","REQ1139041-RITM1199129-SCTASK2069050","06/30/2028","04/14/2026","Mobile Cart","Hospice - End of Life","NTT-Deskside Services-Cowichan-Local"
"AO005438","HSS-1046114","C24102M099","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1083 (Outside CT Tech Station)","1","REQ1252610-RITM1320227-SCTASK2119271","05/31/2028","03/24/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-Cowichan-Staffed"
"AO005548","HSS-1998226","C24304M088","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3332 (Chemotherapy Medical Daycare)","3","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/18/2026","Mobile Cart","Cancer Care","NTT-Deskside Services-Cowichan-Staffed"
"AO005562","HSS-1998240","C24304M115","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005620","HSS-1998298","C24304M030","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1118B (Education Room)","1","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005627","HSS-1998305","C24304M094","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO005645","HSS-1998323","C24304M103","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005657","HSS-1998335","C24304M076","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Hallway)","G","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","02/20/2026","Mobile Cart","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"AO005662","HSS-1998340","C24304M116","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (EMRG Hallway)","1","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/19/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Staffed"
"AO005665","HSS-1998343","C24304M065","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3332 (Chemotherapy Medical Daycare)","3","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/18/2026","Mobile Cart","Cancer Care","NTT-Deskside Services-Cowichan-Staffed"
"AO005671","HSS-1998349","C24304M033","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","NOT FOUND (Nurse Cart)","1","DMND0004854- 128 x Carts for RJH CPOE Pr","07/31/2028","03/03/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Local"
"AO005677","HSS-1047449","C24712M214","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3336 (Electrodiagnostic)","3","REQ1366496-RITM1441352-SCTASK2340929","09/30/2028","03/19/2026","Mobile Cart","Heart Function","NTT-Deskside Services-Cowichan-Staffed"
"AO005711","HSS-1940495","C25122M056","Duncan","VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-1st Floor","Main Building","119","1","DMND0005307","05/31/2029","03/24/2026","Mobile Cart","Urgent Primary Care","NTT-Deskside Services-Cowichan-Local"
"AO005712","HSS-1940494","C25122M005","Duncan","VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-1st Floor","Main Building","118","1","DMND0005307","05/31/2029","03/24/2026","Mobile Cart","Urgent Primary Care","NTT-Deskside Services-Cowichan-Local"
"AO005715","C018609","C21414M012","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","04/02/2026","Mobile Cart","Medical Device Reprocessing Department (MDRD)","NTT-Deskside Services-Cowichan-Staffed"
"AO400004","HSS-8078067","C23719M005","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Hallway)","1","VIHATRP20230904-002","10/31/2027","04/15/2026","Mobile Cart","Emergency","NTT-Deskside Services-Cowichan-Local"
"AO400005","HSS-8083193","C23801M004","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","VIHATRP20240205-092","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400006","HSS-8083174","C23801M003","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2C (Hallway)","2","VIHATRP20240205-073","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor Central","NTT-Deskside Services-Cowichan-Staffed"
"AO400007","HSS-8083191","C23801M009","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","VIHATRP20240205-090","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400008","HSS-8083188","C23801M007","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Hallway)","3","VIHATRP20240205-087","03/31/2028","03/18/2026","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO400009","HSS-8078955","C23719M142","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","3N (Nurse Station)","3","VIHATRP20231003-091","11/30/2027","03/18/2026","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO400010","HSS-8083186","C23801M002","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","VIHATRP20240205-085","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400011","HSS-8083158","C23801M080","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","VIHATRP20240205-057","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400012","HSS-8083190","C23801M029","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","VIHATRP20240205-089","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400014","HSS-8083175","C23801M005","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","VIHATRP20240205-074","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400015","HSS-8083189","C23801M031","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","VIHATRP20240205-088","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400016","HSS-8083140","C23801M006","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Hallway)","3","VIHATRP20240205-039","03/31/2028","03/18/2026","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO400017","HSS-8083184","C23801M028","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","VIHATRP20240205-083","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400019","HSS-8083173","C23801M008","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","VIHATRP20240205-072","03/31/2028","04/10/2026","Mobile Cart","Intensive Care Unit (ICU)","NTT-Deskside Services-Cowichan-Staffed"
"AO400020","HSS-8078951","C23719M041","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","1","VIHATRP20231003-087","11/30/2027","04/02/2026","Mobile Cart","Ambulatory Care Unit (ACU)","NTT-Deskside Services-Cowichan-Staffed"
"AO400021","HSS-8083156","C23801M037","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2C (Hallway)","2","VIHATRP20240205-055","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor Central","NTT-Deskside Services-Cowichan-Staffed"
"AO400022","HSS-8078953","C23719M109","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1078 (Clean Utility Room)","1","VIHATRP20231003-089","11/30/2027","03/27/2026","Mobile Cart","Operating Rooms","NTT-Deskside Services-Cowichan-Staffed"
"AO400023","HSS-8078947","C23719M040","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","VIHATRP20231003-083","11/30/2027","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400024","HSS-8083166","C23801M202","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2035 (ICU Patient Lounge)","2","VIHATRP20240205-065","03/31/2028","04/10/2026","Mobile Cart","Intensive Care Unit (ICU)","NTT-Deskside Services-Cowichan-Staffed"
"AO400025","HSS-8083169","C23801M195","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","VIHATRP20240205-068","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400026","HSS-8083162","C23801M041","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","VIHATRP20240205-061","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400027","HSS-8083164","C23801M096","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","VIHATRP20240205-063","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400029","HSS-8083138","C23801M052","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","VIHATRP20240205-037","03/31/2028","03/18/2026","Mobile Cart","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"AO400030","HSS-8083172","C23801M039","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","VIHATRP20240205-071","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor West","NTT-Deskside Services-Cowichan-Staffed"
"AO400031","HSS-8083170","C23801M203","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","VIHATRP20240205-069","03/31/2028","04/10/2026","Mobile Cart","CDH 2nd Floor East","NTT-Deskside Services-Cowichan-Staffed"
"AO400032","HSS-8083137","C23801M010","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway West)","3","VIHATRP20240205-036","03/31/2028","03/24/2026","Mobile Cart","CDH 3rd Floor West","NTT-Deskside Services-Cowichan-Staffed"
