"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_scheduled_retirement","operational_status","u_last_rounded_date","comments","u_location_comments","u_device_rounding","u_department_location","location.u_deskside_assignment_group","u_category","model_id","short_description"
"LD066109","HSS-8084547","BLT89W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Central HCN","1st Floor","VIHATRP20240318-015","04/30/2028","Operational","07/26/2024","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD032717","HSS-8093214","88H4WH3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","Central Room","2nd Floor","ISLHTRP20250428-058","12/31/2028","Operational","","","","General Rounding","Comox Valley/CR MHSU","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD030707","HSS-8084562","8QY69W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Central Team","1st Floor","VIHATRP20240318-030","04/30/2028","Operational","07/26/2024","","","General Rounding","Home Care Nursing-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD065920","HSS-8079357","8RFRDY3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Chart room","1","VIHATRP20230916-040","11/30/2027","Operational","03/13/2026","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO X380 YOGA i7-8650U 1.9GHz 8MB 13."
"PC027213","HSS-8099837","MZ03FQ3A","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Chart Room. 2","1st","ISLHTRP20260803-001","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"LD065472","HSS-8065016","91F6NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","Christina's office","2","VIHATRP20220718-053","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC024033","HSS-8084589","B664X04","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Clinic A","1st Floor","VIHATRP20240318-059","04/30/2028","Operational","12/23/2024","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD030704","HSS-8099863","SD00PFZC","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Clinic B","1","ISLHTRP20260803-027","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD030434","HSS-8096764","PF5X5PEY","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Clinic Nurse","1","ISLHTRP20251208-034","01/31/2030","Operational","03/13/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD058217","HSS-8093761","2MSTFW3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Clinic Nurse","1","ISLHTRP20250609-009","03/31/2029","Operational","04/07/2026","","","General Rounding","CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"PC028831","HSS-8084590","BD94X04","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Clinic Room B","1","VIHATRP20240318-060","04/30/2028","Operational","02/09/2026","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD056266","HSS-8095447","51PSFW3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Clinical Nurse Educator Room","1st Floor","ISLHTRP20250908-014","03/31/2029","Operational","","","RITM0481942  - Moved from NRGH Dec 2021 to Yucalta
Final resting place unknown.","General Rounding","IPC - NRG/CRH","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD065829","HSS-8072538","B2L3NN3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","Clinical Nurse Educator room - key lock","1","VIHATRP20230227-031","05/31/2027","Operational","05/21/2025","","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD030701","HSS-8099843","SD00PK2G","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","CM Anna","1","ISLHTRP20260803-007","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD031699","HSS-8072536","J7D2NN3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","CNE office - key lock","1","VIHATRP20230227-029","05/31/2027","Operational","05/21/2025","","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC033365","HSS-8066639","2KY4XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Coastal West","1","VIHATRP20220919-087","01/31/2027","Operational","05/21/2025","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","VIGIL Remote (VIGIL-Yucalta)"
"AO800001","HSS-8098376","C25929M042","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Coastal West","1","ISLHTRP20260413-033","03/31/2030","Operational","","","","Mobile Cart","YLRS","NTT-Deskside Services-CampbellRiver-Local","All-in-One","TANGENT MEDIX 22B V19",""
"LD068778","HSS-1049339","DB83WH3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Coastal West Care Aid Station","1","REQ1591229-RITM1678967-SCTASK2704952","12/31/2028","Operational","05/21/2025","Deployed on Feb.6, 2025 - RITM1678967","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"PC030791","HSS-8099867","MZ03FQ6H","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Community Health Workers rm","","ISLHTRP20260803-031","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"LD030702","HSS-8064991","1RM7NN3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Conference Room","1","VIHATRP20220718-028","11/30/2026","Operational","07/26/2024","","","General Rounding"," ","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC026332","HSS-8100315","MZ03FPXM","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR 2143- 2M7","2nd","ISLHTRP20260824-094","","Operational","","","","General Rounding","Maternity","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"PC085263","HSS-1036615","1QQ5XP3","VIHA-CRDS-Campbell River Dogwood Street","Campbell River","CR Dogwood","CR Dogwood","1","REQ1225412-RITM1291035-SCTASK2073844","11/30/2026","Operational","01/28/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC025535","HSS-8089277","73L6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0102 - Kitchen","B1","VIHATRP20240819-023","09/30/2028","Operational","04/01/2026","","","General Rounding","CI/NI Food Services Admin","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025538","HSS-8089291","G4L6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0122 - Kitchen","B1","VIHATRP20240819-037","09/30/2028","Operational","04/01/2026","","","General Rounding","Food Services North/West","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025537","HSS-8089269","FL67D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0122 - Kitchen","B1","VIHATRP20240819-015","09/30/2028","Operational","03/24/2026","","","General Rounding","CI/NI Food Services Admin","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025536","HSS-8064801","1NR4XP3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0122 - Kitchen","B1","VIHATRP20220711-002","01/31/2027","Operational","03/24/2026","","","General Rounding","Food Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC025539","HSS-8089267","5Q97D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0122 - Kitchen","B1","VIHATRP20240819-013","09/30/2028","Operational","04/01/2026","","","General Rounding","CI/NI Food Services Admin","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD033195","HSS-8097853","PF5WWWF9","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","CRG","CR01xx","0","ISLHTRP20260302-039","04/30/2030","Operational","","","","General Rounding","Food Services","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD093102","HSS-1048892","FY9WVH3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Campbell River Hospital","CR0221  WFH","0","REQ1559428-RITM1645380-SCTASK2651264","01/31/2029","Operational","01/07/2025","","CRG Pharmacy 
Tyler Hanson's WFH device","Excluded","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4"," LATITUDE 7450 V4
Asset: HSS-1048892"
"LD104573","HSS-1110017","4X33WH3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","CRG","CR0221  WFH","0","REQ1647214-RITM1738419-SCTASK2787876","12/31/2028","Operational","","","WFH","Excluded","Pharmacy WFH","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD041039","HSS-8089289","G6RRCW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0221- Pharmacy","Basement 1","VIHATRP20240819-035","09/30/2028","Operational","","","","Excluded","Geog 1/2 Pharmacy & Pharm LTC","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD081351","HSS-1049959","3QS3WH3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0222 - Consulting","B1","REQ1633333-RITM1723610-SCTASK2774818","12/31/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD093104","HSS-1048894","J3HWVH3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0222 - Not in Consulting","B1","REQ1559416-RITM1645368-SCTASK2651562","01/31/2029","Operational","06/01/2026","Deployed to Renee Stone on Jan.6, 2025 - RITM1645368","This is Renee Stone's WFH device. 
Her office is CR0221(Pharmacy) at CRG.","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"PC024228","HSS-8089276","DZG6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0223","B1","VIHATRP20240819-022","09/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025542","HSS-8074728","8201KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0223","B1","VIHATRP20230529-018","06/30/2027","Operational","08/27/2026","Moved from CRG Pharmacy night cupboard room to CR0223 at Pharmacy - RITM1776324 - Mar.13, 2025","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD024236","HSS-8096002","F3VZFW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0223","B1","ISLHTRP20250929-032","03/31/2029","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD024238","HSS-8068911","DWF1NN3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0223 - Pharmacy","B1","VIHATRP20221121-038","01/31/2027","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"PC025541","HSS-8084582","DF94X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0224","B1","VIHATRP20240318-052","04/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD024482","HSS-8093758","82VZFW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0225 - Lisa - Key Lock","B1","ISLHTRP20250609-006","03/31/2029","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"PC024019","HSS-8089271","C3L6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240819-017","09/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025546","HSS-8085563","HC94X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240415-024","05/31/2028","Operational","08/27/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","","Critical Clinical","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025547","HSS-8084576","H764X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240318-045","04/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025543","HSS-8084577","G894X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240318-046","04/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD066515","HSS-8087508","6C1RCW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240610-070","07/31/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD024241","HSS-8093764","7X2TFW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","ISLHTRP20250609-013","03/31/2029","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"PC024017","HSS-8087511","94S0724","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240610-073","07/31/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024016","HSS-8084581","1C94X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240318-051","04/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025544","HSS-8084584","BB94X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228","B1","VIHATRP20240318-054","04/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025545","HSS-8064802","29W2XP3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0228  CRG_PHARM CRG724  CRG_CRITICAL","B1","VIHATRP20220711-003","01/31/2027","Operational","08/27/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","","Critical Clinical","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"TD030332","HSS-8079340","6GSB9Y3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0240 - Michelle","B1","VIHATRP20230916-023","11/30/2027","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Tablet","DELL LATITUDE 9440 2-in-1 V1",""
"AO800019","C002596","C17613M063","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0244 - Chemo Staging - Restricted Area","B1","Lease Information Extract - HPFS Tangent","09/30/2021","Operational","08/27/2026","","","Mobile Cart","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","Tangent MEDIX M24","Tangent Medix M24 AIO"
"AO1000090","HSS-8097294","T24A23M024","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0244 Chemo Room - Restricted Access","B1","ISLHTRP20260126-097","04/30/2030","Operational","08/27/2026","","","Mobile Cart","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 24v2 32GB","Tangent Medix M24 AIO"
"LD024239","HSS-8094548","BW5MR54","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0248","B1","ISLHTRP20250721-060","03/31/2029","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"PC024252","HSS-8089278","7937D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0248","B1","VIHATRP20240819-024","09/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024020","HSS-8089288","CWG6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0248","B1","VIHATRP20240819-034","09/30/2028","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC085183","HSS-1043319","GXLKDF3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0248","B1","REQ1004960-RITM1057175-SCTASK1707114","08/31/2026","Operational","08/27/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7080 MICRO V3",""
"LD066047","HSS-8098129","PF60CWK1","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR02xx","B1","ISLHTRP20260323-034","04/30/2030","Operational","06/01/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD041048","HSS-8084580","4BM89W3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","CRG","CR02xx","0","VIHATRP20240318-049","05/31/2028","Operational","05/04/2026","","WFH","Excluded","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","DELL LATITUDE 7440 V2",""
"PC024021","HSS-8074897","4101KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0302 - Meeting Rm","B1","VIHATRP20230605-030","06/30/2027","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD055892","HSS-8092388","9K93WH3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0304 - Office 1 - key lock","B1","VIHATRP20250303-009","12/31/2028","Operational","08/18/2026","","Workstation #9","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD024246","HSS-8025737","1HB37G3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0305 - Not in Office 2 cabinet","B1","VIHATRP20211206-017","03/31/2026","Operational","04/20/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"LD080399","HSS-1040589","914BLN3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0305 - Not in Office 2 cabinet","B1","REQ0812808-RITM0853970-SCTASK1358057","02/28/2027","Operational","08/05/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"PC025555","HSS-8089286","GZG6D14","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0305 - Office 2","B1","VIHATRP20240819-032","09/30/2028","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD021493","HSS-8064804","7Q3STQ3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0305 - Office2 - key lock","B1","VIHATRP20220711-005","12/31/2026","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Tablet","DELL LATITUDE 9420",""
"LD090243","HSS-1040959","8SQ3NN3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0307 - Office 4 - key lock","B1","REQ0828326-RITM0870282-SCTASK1379796","05/31/2027","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"PC025549","HSS-8084573","HF94X04","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0308 - Office 5 - key lock","B1","VIHATRP20240318-042","04/30/2028","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD066639","HSS-8089290","JP6SCW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0309 - Office 6 - key lock - Not Found in AD","B1","VIHATRP20240819-036","09/30/2028","Operational","07/30/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"PC025551","HSS-8026294","5HB1FF3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0310 - Office7 - key lock","B1","VIHATRP20220124-018","05/31/2026","Operational","08/18/2026","","","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7080 MICRO V3",""
"LD066445","HSS-8084579","GZS89W3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0311 - Office 8 - key lock","B1","VIHATRP20240318-048","04/30/2028","Operational","08/18/2026","","","General Rounding","Med Staff Support Serv Adm","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","DELL LATITUDE 7440 V2",""
"LD038291","HSS-8090208","951TQW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0313 - Immunization office","B1","VIHATRP20240930-043","11/30/2028","Operational","08/18/2026","","","General Rounding","Hlth Wellness & Safety","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD032454","HSS-8082044","7PT0FY3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","WFH","CR0313 - WFH - Robert.Fontaine@islandhealth.ca","0","VIHATRP20240108-081","02/29/2028","Operational","03/22/2024","","","Excluded","WFH - Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","DELL LATITUDE 7440 V2",""
"LD041032","HSS-8089266","DGRVCW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0313-Immunization office off of Administration -","B1","VIHATRP20240819-012","09/30/2028","Operational","08/05/2026","","CR0313 - Room off of Administration.","General Rounding","Hlth Wellness & Compliance","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD031234","HSS-8072940","6PQ3NN3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0314 - Immunization office","B1","VIHATRP20230313-094","05/31/2027","Operational","08/05/2026","","","General Rounding","Immunization office","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"LD048276","HSS-8093923","5YTZFW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0320 - WFH","0 WFH","ISLHTRP20250721-056","03/31/2029","Operational","","","","Excluded","WFH Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD063857","HSS-1043206","6GWX4X3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0323 - Lisa","B1","REQ0984431-RITM1035586-SCTASK1697007","08/31/2027","Operational","08/18/2026","","Andrea John has LD024243 for WFH and left LD063857 at CRG Administration office.","General Rounding","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7430 V1",""
"LD024242","HSS-8093760","70VZFW3","VIHA-CRG-Campbell River General Hospital-Main Building-Basement 1","Campbell River","Main Building","CR0323 - Workstation 9","Basement 1","ISLHTRP20250609-008","03/31/2029","Operational","07/30/2026","","","'-- None --","Administration","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
